"Ro","beta","slope","t.star","max.Ihosp"
1.02857142857143,0.072,0.00199999999999999,21.4,1065
1.05714285714286,0.074,0.004,51.7000000000005,1142
1.08571428571429,0.076,0.00599999999999999,74.6,1279
1.11428571428571,0.078,0.00800000000000001,90.1999999999992,1469
1.14285714285714,0.08,0.01,100.099999999999,1704
1.17142857142857,0.082,0.012,105.699999999998,1978
1.2,0.084,0.014,108.399999999998,2287
1.22857142857143,0.086,0.016,109.199999999998,2625
1.25714285714286,0.088,0.018,108.599999999998,2989
1.28571428571429,0.09,0.02,107.299999999998,3376
1.31428571428571,0.092,0.022,105.399999999998,3781
1.34285714285714,0.094,0.024,103.199999999998,4203
1.37142857142857,0.096,0.026,100.899999999999,4638
1.4,0.098,0.028,98.3999999999987,5086
1.42857142857143,0.1,0.03,95.9999999999988,5543
1.45714285714286,0.102,0.032,93.599999999999,6009
1.48571428571429,0.104,0.034,91.1999999999991,6481
1.51428571428571,0.106,0.036,88.8999999999992,6959
1.54285714285714,0.108,0.038,86.6999999999993,7442
1.57142857142857,0.11,0.04,84.5999999999995,7927
1.6,0.112,0.042,82.4999999999996,8415
1.62857142857143,0.114,0.044,80.4999999999997,8905
1.65714285714286,0.116,0.046,78.5999999999998,9395
1.68571428571429,0.118,0.048,76.7999999999999,9886
1.71428571428571,0.12,0.05,75.1,10376
1.74285714285714,0.122,0.052,73.4000000000001,10865
1.77142857142857,0.124,0.054,71.8000000000002,11353
1.8,0.126,0.056,70.3000000000003,11840
1.82857142857143,0.128,0.058,68.8000000000004,12324
1.85714285714286,0.13,0.06,67.4000000000004,12806
1.88571428571429,0.132,0.062,66.0000000000005,13285
1.91428571428571,0.134,0.064,64.7000000000006,13762
1.94285714285714,0.136,0.066,63.5000000000006,14235
1.97142857142857,0.138,0.068,62.3000000000006,14705
2,0.14,0.07,61.1000000000006,15172
2.02857142857143,0.142,0.072,60.0000000000006,15635
2.05714285714286,0.144,0.074,58.9000000000006,16095
2.08571428571429,0.146,0.076,57.9000000000006,16551
2.11428571428571,0.148,0.078,56.9000000000005,17003
2.14285714285714,0.15,0.08,55.9000000000005,17451
2.17142857142857,0.152,0.082,55.0000000000005,17895
2.2,0.154,0.084,54.1000000000005,18335
2.22857142857143,0.156,0.086,53.3000000000005,18770
2.25714285714286,0.158,0.088,52.4000000000005,19202
2.28571428571429,0.16,0.09,51.6000000000005,19630
2.31428571428571,0.162,0.092,50.8000000000005,20054
2.34285714285714,0.164,0.094,50.0000000000004,20473
2.37142857142857,0.166,0.096,49.3000000000004,20889
2.4,0.168,0.098,48.6000000000004,21300
2.42857142857143,0.17,0.1,47.9000000000004,21707
2.45714285714286,0.172,0.102,47.2000000000004,22110
2.48571428571429,0.174,0.104,46.6000000000004,22509
2.51428571428571,0.176,0.106,45.9000000000004,22904
2.54285714285714,0.178,0.108,45.3000000000004,23295
2.57142857142857,0.18,0.11,44.7000000000004,23682
2.6,0.182,0.112,44.1000000000004,24065
2.62857142857143,0.184,0.114,43.6000000000003,24444
2.65714285714286,0.186,0.116,43.0000000000003,24819
2.68571428571429,0.188,0.118,42.5000000000003,25190
2.71428571428571,0.19,0.12,42.0000000000003,25558
2.74285714285714,0.192,0.122,41.4000000000003,25922
2.77142857142857,0.194,0.124,40.9000000000003,26282
2.8,0.196,0.126,40.5000000000003,26637
2.82857142857143,0.198,0.128,40.0000000000003,26990
2.85714285714286,0.2,0.13,39.5000000000003,27339
2.88571428571429,0.202,0.132,39.1000000000003,27684
2.91428571428571,0.204,0.134,38.6000000000003,28026
2.94285714285714,0.206,0.136,38.2000000000003,28364
2.97142857142857,0.208,0.138,37.8000000000003,28698
3,0.21,0.14,37.4000000000003,29029
3.02857142857143,0.212,0.142,37.0000000000003,29357
3.05714285714286,0.214,0.144,36.6000000000003,29682
3.08571428571429,0.216,0.146,36.2000000000002,30003
3.11428571428571,0.218,0.148,35.8000000000002,30321
3.14285714285714,0.22,0.15,35.5000000000002,30635
3.17142857142857,0.222,0.152,35.1000000000002,30947
3.2,0.224,0.154,34.8000000000002,31255
3.22857142857143,0.226,0.156,34.4000000000002,31561
3.25714285714286,0.228,0.158,34.1000000000002,31863
3.28571428571429,0.23,0.16,33.7000000000002,32162
3.31428571428571,0.232,0.162,33.4000000000002,32459
3.34285714285714,0.234,0.164,33.1000000000002,32752
3.37142857142857,0.236,0.166,32.8000000000002,33042
3.4,0.238,0.168,32.5000000000002,33329
3.42857142857143,0.24,0.17,32.2000000000002,33614
3.45714285714286,0.242,0.172,31.9000000000002,33896
3.48571428571429,0.244,0.174,31.6000000000002,34175
3.51428571428571,0.246,0.176,31.3000000000002,34452
3.54285714285714,0.248,0.178,31.1000000000002,34725
3.57142857142857,0.25,0.18,30.8000000000002,34996
3.6,0.252,0.182,30.5000000000002,35265
3.62857142857143,0.254,0.184,30.3000000000002,35530
3.65714285714286,0.256,0.186,30.0000000000002,35794
3.68571428571429,0.258,0.188,29.8000000000002,36054
3.71428571428571,0.26,0.19,29.5000000000001,36313
3.74285714285714,0.262,0.192,29.3000000000001,36569
3.77142857142857,0.264,0.194,29.0000000000001,36823
3.8,0.266,0.196,28.8000000000001,37074
3.82857142857143,0.268,0.198,28.6000000000001,37322
3.85714285714286,0.27,0.2,28.3000000000001,37570
